Medicare Advantage Monthly Capitation Rates for 2021 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2021 Rate,Parts A&B 3.5% Bonus 2021 Rate,Parts A&B 0% Bonus 2021 Rate,Parts A&B ESRD 2021 Rate
45982,TEXAS,ZAPATA,"1,063.96","1,048.00","1,010.76","7,982.21"
45983,TEXAS,ZAVALA,"1,179.50","1,161.81","1,120.53","7,982.21"
46000,UTAH,BEAVER,"1,102.42","1,102.42","1,074.86","7,282.19"
46010,UTAH,BOX ELDER,976.53,976.53,976.53,"7,282.19"
46020,UTAH,CACHE,975.52,975.52,975.52,"7,282.19"
46030,UTAH,CARBON,973.09,973.09,973.09,"7,282.19"
46040,UTAH,DAGGETT,"1,106.80","1,090.20","1,051.46","7,282.19"
46050,UTAH,DAVIS,"1,049.40","1,022.61",960.09,"7,282.19"
46060,UTAH,DUCHESNE,960.86,960.86,960.86,"7,282.19"
46070,UTAH,EMERY,965.58,965.58,965.58,"7,282.19"
46080,UTAH,GARFIELD,"1,029.98","1,015.78",982.63,"7,282.19"
46090,UTAH,GRAND,"1,032.57","1,032.57","1,032.57","7,282.19"
46100,UTAH,IRON,976.59,963.57,933.19,"7,282.19"
46110,UTAH,JUAB,"1,095.17","1,078.74","1,040.41","7,282.19"
46120,UTAH,KANE,"1,028.01","1,012.59",976.61,"7,282.19"
46130,UTAH,MILLARD,"1,023.68","1,023.68","1,003.27","7,282.19"
46140,UTAH,MORGAN,"1,079.74","1,079.74","1,060.92","7,282.19"
46150,UTAH,PIUTE,978.96,978.96,978.96,"7,282.19"
46160,UTAH,RICH,952.39,952.39,952.39,"7,282.19"
46170,UTAH,SALT LAKE,"1,053.11","1,026.22",963.48,"7,282.19"
46180,UTAH,SAN JUAN,"1,076.68","1,060.53","1,022.85","7,282.19"
46190,UTAH,SANPETE,974.21,974.21,962.70,"7,282.19"
46200,UTAH,SEVIER,978.20,978.20,978.20,"7,282.19"
46210,UTAH,SUMMIT,"1,006.87",992.48,958.92,"7,282.19"
46220,UTAH,TOOELE,"1,024.32","1,009.68",975.54,"7,282.19"
46230,UTAH,UINTAH,961.21,961.21,961.21,"7,282.19"
46240,UTAH,UTAH,"1,071.04","1,043.69",979.88,"7,282.19"
46250,UTAH,WASATCH,970.98,970.98,970.98,"7,282.19"
46260,UTAH,WASHINGTON,991.93,978.25,946.32,"7,282.19"
46270,UTAH,WAYNE,976.76,976.76,976.76,"7,282.19"
46280,UTAH,WEBER,"1,080.45","1,063.14","1,000.20","7,282.19"
47000,VERMONT,ADDISON,949.22,949.22,949.22,"7,062.71"
47010,VERMONT,BENNINGTON,959.75,959.75,959.75,"7,062.71"
47020,VERMONT,CALEDONIA,"1,015.58","1,010.79",976.61,"7,062.71"
47030,VERMONT,CHITTENDEN,925.97,925.97,924.53,"7,062.71"
47040,VERMONT,ESSEX,984.69,984.69,984.69,"7,062.71"
47050,VERMONT,FRANKLIN,954.43,954.43,954.43,"7,062.71"
47060,VERMONT,GRAND ISLE,940.31,940.31,940.31,"7,062.71"
47070,VERMONT,LAMOILLE,940.18,940.18,936.57,"7,062.71"
47080,VERMONT,ORANGE,"1,023.34","1,022.86",988.27,"7,062.71"
47090,VERMONT,ORLEANS,950.06,950.06,950.06,"7,062.71"
47100,VERMONT,RUTLAND,"1,005.09","1,005.09",980.18,"7,062.71"
47110,VERMONT,WASHINGTON,953.73,953.73,953.73,"7,062.71"
47120,VERMONT,WINDHAM,994.43,994.43,978.88,"7,062.71"
47130,VERMONT,WINDSOR,"1,023.13","1,007.78",971.97,"7,062.71"
48010,VIRGIN ISLANDS,ST. CROIX,707.67,707.67,707.67,"7,175.15"
48020,VIRGIN ISLANDS,ST. JOHN,832.21,821.81,797.54,"7,175.15"
49000,VIRGINIA,ACCOMACK,977.42,977.42,969.73,"7,477.70"
49010,VIRGINIA,ALBEMARLE,926.95,926.95,926.95,"7,477.70"
49011,VIRGINIA,ALEXANDRIA CITY,"1,019.87","1,005.80",972.98,"7,477.70"
49020,VIRGINIA,ALLEGHANY,946.70,946.70,946.70,"7,477.70"
49030,VIRGINIA,AMELIA,"1,069.97","1,054.69","1,019.02","7,477.70"
49040,VIRGINIA,AMHERST,967.49,967.49,967.49,"7,477.70"
49050,VIRGINIA,APPOMATTOX,972.62,972.62,972.62,"7,477.70"
49060,VIRGINIA,ARLINGTON,"1,023.92","1,011.12",981.26,"7,477.70"
49070,VIRGINIA,AUGUSTA,957.01,957.01,957.01,"7,477.70"
49080,VIRGINIA,BATH,"1,211.73","1,193.55","1,151.14","7,477.70"
49090,VIRGINIA,BEDFORD,968.03,968.03,968.03,"7,477.70"
49100,VIRGINIA,BLAND,966.33,966.33,966.33,"7,477.70"
49110,VIRGINIA,BOTETOURT,"1,049.51","1,036.39","1,005.78","7,477.70"
49111,VIRGINIA,BRISTOL CITY,"1,059.45","1,034.02",974.69,"7,477.70"
49120,VIRGINIA,BRUNSWICK,953.12,953.12,953.12,"7,477.70"
49130,VIRGINIA,BUCHANAN,"1,029.07","1,016.21",986.19,"7,477.70"
49140,VIRGINIA,BUCKINGHAM,937.29,937.29,937.29,"7,477.70"
49141,VIRGINIA,BUENA VISTA CITY,964.18,954.71,926.51,"7,477.70"
49150,VIRGINIA,CAMPBELL,970.55,970.55,970.55,"7,477.70"
49160,VIRGINIA,CAROLINE,"1,041.11","1,027.23",994.84,"7,477.70"
49170,VIRGINIA,CARROLL,966.63,966.63,963.60,"7,477.70"
49180,VIRGINIA,CHARLES CITY,"1,068.52","1,054.51","1,021.26","7,477.70"
49190,VIRGINIA,CHARLOTTE,970.17,970.17,970.17,"7,477.70"
49191,VIRGINIA,CHARLOTTESVILLE CITY,925.81,925.81,925.81,"7,477.70"
49194,VIRGINIA,CHESAPEAKE CITY,"1,001.38",988.03,956.88,"7,477.70"
49200,VIRGINIA,CHESTERFIELD,"1,058.63","1,044.51","1,011.58","7,477.70"
49210,VIRGINIA,CLARKE,"1,051.96","1,038.81","1,008.12","7,477.70"
49212,VIRGINIA,COLONIAL HEIGHTS CITY,997.27,983.02,949.78,"7,477.70"
49213,VIRGINIA,COVINGTON CITY,968.24,968.24,968.24,"7,477.70"
49220,VIRGINIA,CRAIG,"1,042.57","1,028.67",996.23,"7,477.70"
49230,VIRGINIA,CULPEPER,"1,026.70","1,013.01",981.07,"7,477.70"
49240,VIRGINIA,CUMBERLAND,"1,063.98","1,061.02","1,028.66","7,477.70"
49241,VIRGINIA,DANVILLE CITY,953.42,953.42,953.42,"7,477.70"
49250,VIRGINIA,DICKENSON,915.96,915.96,915.96,"7,477.70"
49260,VIRGINIA,DINWIDDIE,"1,032.47","1,018.23",985.00,"7,477.70"
49270,VIRGINIA,EMPORIA CITY,960.25,960.25,945.91,"7,477.70"
49280,VIRGINIA,ESSEX,969.55,969.55,969.55,"7,477.70"
49288,VIRGINIA,FAIRFAX CITY,"1,054.03","1,040.86","1,010.11","7,477.70"
49290,VIRGINIA,FAIRFAX,995.33,982.06,951.10,"7,477.70"
49291,VIRGINIA,FALLS CHURCH CITY,"1,044.65","1,031.59","1,001.12","7,477.70"
49300,VIRGINIA,FAUQUIER,"1,016.54","1,002.01",968.13,"7,477.70"
49310,VIRGINIA,FLOYD,968.36,968.36,968.36,"7,477.70"
49320,VIRGINIA,FLUVANNA,937.87,937.87,937.87,"7,477.70"
49328,VIRGINIA,FRANKLIN CITY,970.49,970.49,970.49,"7,477.70"
49330,VIRGINIA,FRANKLIN,"1,007.86",995.26,965.86,"7,477.70"
49340,VIRGINIA,FREDERICK,975.06,975.06,975.06,"7,477.70"
49342,VIRGINIA,FREDERICKSBURG CITY,"1,040.44","1,025.21",989.68,"7,477.70"
49343,VIRGINIA,GALAX CITY,966.42,966.42,966.42,"7,477.70"
49350,VIRGINIA,GILES,968.11,968.11,954.29,"7,477.70"
49360,VIRGINIA,GLOUCESTER,"1,069.33","1,055.97","1,024.78","7,477.70"
49370,VIRGINIA,GOOCHLAND,"1,033.07","1,019.29",987.15,"7,477.70"
49380,VIRGINIA,GRAYSON,967.41,967.41,967.41,"7,477.70"
49390,VIRGINIA,GREENE,925.69,925.69,925.69,"7,477.70"
49400,VIRGINIA,GREENSVILLE,"1,049.74","1,034.38",998.54,"7,477.70"
49410,VIRGINIA,HALIFAX,970.63,970.63,970.63,"7,477.70"
49411,VIRGINIA,HAMPTON CITY,980.71,967.63,937.12,"7,477.70"
49420,VIRGINIA,HANOVER,"1,037.61","1,023.29",989.90,"7,477.70"
49421,VIRGINIA,HARRISONBURG CITY,970.99,970.99,970.99,"7,477.70"
49430,VIRGINIA,HENRICO,"1,029.17","1,014.97",981.85,"7,477.70"
49440,VIRGINIA,HENRY,964.46,964.46,964.46,"7,477.70"
49450,VIRGINIA,HIGHLAND,950.84,950.84,950.84,"7,477.70"
49451,VIRGINIA,HOPEWELL CITY,"1,054.20","1,039.14","1,004.00","7,477.70"
49460,VIRGINIA,ISLE OF WIGHT,"1,027.38","1,013.69",981.72,"7,477.70"
49470,VIRGINIA,JAMES CITY,"1,038.03","1,024.19",991.89,"7,477.70"
49480,VIRGINIA,KING AND QUEEN,"1,063.32","1,049.14","1,016.06","7,477.70"
49490,VIRGINIA,KING GEORGE,"1,047.60","1,032.63",997.71,"7,477.70"
49500,VIRGINIA,KING WILLIAM,"1,013.34",999.83,968.31,"7,477.70"
49510,VIRGINIA,LANCASTER,971.38,971.38,971.38,"7,477.70"
49520,VIRGINIA,LEE,949.91,938.03,910.33,"7,477.70"
49522,VIRGINIA,LEXINGTON CITY,962.86,962.86,960.40,"7,477.70"
49530,VIRGINIA,LOUDOUN,"1,007.94",994.50,963.15,"7,477.70"
49540,VIRGINIA,LOUISA,"1,006.35",992.93,961.62,"7,477.70"
49550,VIRGINIA,LUNENBURG,962.45,962.45,962.45,"7,477.70"
49551,VIRGINIA,LYNCHBURG CITY,972.97,972.97,972.97,"7,477.70"
49560,VIRGINIA,MADISON,928.39,928.39,928.39,"7,477.70"
49561,VIRGINIA,MARTINSVILLE CITY,966.13,966.13,966.13,"7,477.70"
49563,VIRGINIA,MANASSAS CITY,"1,024.19","1,010.53",978.67,"7,477.70"
49565,VIRGINIA,MANASSAS PARK CITY,"1,062.74","1,047.55","1,012.13","7,477.70"
49570,VIRGINIA,MATHEWS,"1,019.14","1,006.40",976.67,"7,477.70"
49580,VIRGINIA,MECKLENBURG,957.00,957.00,957.00,"7,477.70"
49590,VIRGINIA,MIDDLESEX,971.87,971.87,971.87,"7,477.70"
49600,VIRGINIA,MONTGOMERY,957.73,957.73,957.73,"7,477.70"
49620,VIRGINIA,NELSON,922.46,922.46,922.46,"7,477.70"
49621,VIRGINIA,NEW KENT,"1,070.02","1,070.02","1,037.02","7,477.70"
49622,VIRGINIA,NEWPORT NEWS CITY,"1,013.71","1,000.20",968.66,"7,477.70"
49641,VIRGINIA,NORFOLK CITY,988.86,975.68,944.91,"7,477.70"
49650,VIRGINIA,NORTHAMPTON,971.87,971.87,969.19,"7,477.70"
49660,VIRGINIA,NORTHUMBERLAND,970.64,970.64,970.64,"7,477.70"
49661,VIRGINIA,NORTON CITY,999.62,987.13,957.97,"7,477.70"
49670,VIRGINIA,NOTTOWAY,967.24,967.24,967.24,"7,477.70"
49680,VIRGINIA,ORANGE,947.95,947.95,947.95,"7,477.70"
49690,VIRGINIA,PAGE,963.56,963.56,963.56,"7,477.70"
49700,VIRGINIA,PATRICK,962.46,962.46,962.46,"7,477.70"
49701,VIRGINIA,PETERSBURG CITY,"1,028.10","1,013.92",980.83,"7,477.70"
49710,VIRGINIA,PITTSYLVANIA,962.72,962.72,962.72,"7,477.70"
49711,VIRGINIA,PORTSMOUTH CITY,"1,003.52",990.98,961.71,"7,477.70"
49712,VIRGINIA,POQUOSON CITY,"1,071.96","1,061.54","1,028.07","7,477.70"
49720,VIRGINIA,POWHATAN,"1,012.58",998.11,964.36,"7,477.70"
49730,VIRGINIA,PRINCE EDWARD,970.29,970.29,970.29,"7,477.70"
49740,VIRGINIA,PRINCE GEORGE,"1,023.92","1,009.29",975.16,"7,477.70"
49750,VIRGINIA,PRINCE WILLIAM,"1,032.42","1,018.66",986.54,"7,477.70"
49770,VIRGINIA,PULASKI,969.30,969.30,969.30,"7,477.70"
49771,VIRGINIA,RADFORD CITY,968.11,968.11,967.70,"7,477.70"
49780,VIRGINIA,RAPPAHANNOCK,962.09,962.09,962.09,"7,477.70"
49790,VIRGINIA,RICHMOND,971.50,971.50,971.50,"7,477.70"
49791,VIRGINIA,RICHMOND CITY,"1,058.82","1,044.70","1,011.76","7,477.70"
49800,VIRGINIA,ROANOKE,"1,028.36","1,014.65",982.66,"7,477.70"
49801,VIRGINIA,ROANOKE CITY,"1,062.96","1,049.67","1,018.67","7,477.70"
49810,VIRGINIA,ROCKBRIDGE,960.35,948.34,920.33,"7,477.70"
49820,VIRGINIA,ROCKINGHAM,967.45,967.45,967.45,"7,477.70"
49830,VIRGINIA,RUSSELL,992.21,992.21,985.55,"7,477.70"
49838,VIRGINIA,SALEM CITY,"1,070.89","1,057.51","1,026.27","7,477.70"
49840,VIRGINIA,SCOTT,972.59,949.25,894.78,"7,477.70"
49850,VIRGINIA,SHENANDOAH,971.98,971.98,971.98,"7,477.70"
49860,VIRGINIA,SMYTH,973.77,973.77,973.77,"7,477.70"
49870,VIRGINIA,SOUTHAMPTON,965.87,965.87,965.87,"7,477.70"
49880,VIRGINIA,SPOTSYLVANIA,"1,064.65","1,049.44","1,013.95","7,477.70"
49890,VIRGINIA,STAFFORD,"1,053.40","1,038.35","1,003.24","7,477.70"
49891,VIRGINIA,STAUNTON CITY,959.15,959.15,959.15,"7,477.70"
49892,VIRGINIA,SUFFOLK CITY,"1,043.69","1,030.64","1,000.20","7,477.70"
49900,VIRGINIA,SURRY,"1,072.41","1,058.57","1,026.28","7,477.70"
49910,VIRGINIA,SUSSEX,"1,066.55","1,052.32","1,019.14","7,477.70"
49920,VIRGINIA,TAZEWELL,968.78,968.78,954.41,"7,477.70"
49921,VIRGINIA,VIRGINIA BEACH CITY,"1,010.15",996.68,965.25,"7,477.70"
49930,VIRGINIA,WARREN,"1,013.29",999.78,968.25,"7,477.70"
49950,VIRGINIA,WASHINGTON,"1,061.41","1,035.94",976.50,"7,477.70"
49951,VIRGINIA,WAYNESBORO CITY,952.23,952.23,952.23,"7,477.70"
49960,VIRGINIA,WESTMORELAND,975.96,975.96,948.69,"7,477.70"
49961,VIRGINIA,WILLIAMSBURG CITY,"1,029.32","1,015.59",983.57,"7,477.70"
49962,VIRGINIA,WINCHESTER CITY,976.20,976.20,976.20,"7,477.70"
49970,VIRGINIA,WISE,991.62,991.58,962.30,"7,477.70"
49980,VIRGINIA,WYTHE,970.07,970.07,970.07,"7,477.70"
49981,VIRGINIA,YORK,"1,025.88","1,012.20",980.28,"7,477.70"
50000,WASHINGTON,ADAMS,"1,036.78","1,036.78","1,036.78","7,732.19"
50010,WASHINGTON,ASOTIN,980.87,980.87,959.87,"7,732.19"
50020,WASHINGTON,BENTON,976.59,976.59,976.59,"7,732.19"
50030,WASHINGTON,CHELAN,939.94,939.94,939.94,"7,732.19"
50040,WASHINGTON,CLALLAM,969.14,969.14,969.14,"7,732.19"
50050,WASHINGTON,CLARK,"1,018.01",993.58,936.57,"7,732.19"
50060,WASHINGTON,COLUMBIA,"1,134.77","1,117.75","1,078.03","7,732.19"
50070,WASHINGTON,COWLITZ,974.20,974.20,974.20,"7,732.19"
50080,WASHINGTON,DOUGLAS,903.37,903.37,903.37,"7,732.19"
50090,WASHINGTON,FERRY,961.25,947.18,914.36,"7,732.19"
50100,WASHINGTON,FRANKLIN,957.46,957.46,947.39,"7,732.19"
50110,WASHINGTON,GARFIELD,"1,413.54","1,392.34","1,342.86","7,732.19"
50120,WASHINGTON,GRANT,942.17,942.17,929.93,"7,732.19"
50130,WASHINGTON,GRAYS HARBOR,988.95,974.83,941.86,"7,732.19"
50140,WASHINGTON,ISLAND,986.26,973.11,942.43,"7,732.19"
50150,WASHINGTON,JEFFERSON,979.20,965.21,932.57,"7,732.19"
50160,WASHINGTON,KING,"1,045.91","1,019.21",956.90,"7,732.19"
50170,WASHINGTON,KITSAP,"1,034.06","1,021.14",990.98,"7,732.19"
50180,WASHINGTON,KITTITAS,"1,017.09","1,002.56",968.66,"7,732.19"
50190,WASHINGTON,KLICKITAT,"1,154.25","1,136.94","1,096.54","7,732.19"
50200,WASHINGTON,LEWIS,972.55,972.55,972.55,"7,732.19"
50210,WASHINGTON,LINCOLN,"1,277.83","1,258.66","1,213.94","7,732.19"
50220,WASHINGTON,MASON,991.59,991.59,962.27,"7,732.19"
50230,WASHINGTON,OKANOGAN,989.72,989.72,958.54,"7,732.19"
50240,WASHINGTON,PACIFIC,"1,080.19","1,063.99","1,026.18","7,732.19"
50250,WASHINGTON,PEND OREILLE,973.48,973.48,958.31,"7,732.19"
50260,WASHINGTON,PIERCE,999.33,986.00,954.91,"7,732.19"
50270,WASHINGTON,SAN JUAN,"1,049.45","1,049.45","1,023.21","7,732.19"
50280,WASHINGTON,SKAGIT,987.98,973.86,940.93,"7,732.19"
50290,WASHINGTON,SKAMANIA,"1,066.38","1,050.38","1,013.06","7,732.19"
50300,WASHINGTON,SNOHOMISH,"1,062.73","1,037.22",977.71,"7,732.19"
50310,WASHINGTON,SPOKANE,"1,016.83","1,003.27",971.64,"7,732.19"
50320,WASHINGTON,STEVENS,973.38,973.38,973.38,"7,732.19"
50330,WASHINGTON,THURSTON,"1,042.54","1,017.52",959.13,"7,732.19"
50340,WASHINGTON,WAHKIAKUM,964.72,964.72,964.72,"7,732.19"
50350,WASHINGTON,WALLA WALLA,980.31,980.31,960.61,"7,732.19"
50360,WASHINGTON,WHATCOM,978.17,978.17,978.17,"7,732.19"
50370,WASHINGTON,WHITMAN,"1,063.16","1,047.21","1,010.00","7,732.19"
50380,WASHINGTON,YAKIMA,973.44,966.27,937.73,"7,732.19"
51000,WEST VIRGINIA,BARBOUR,909.71,909.71,909.71,"7,857.85"
51010,WEST VIRGINIA,BERKELEY,"1,026.58","1,013.33",982.43,"7,857.85"
51020,WEST VIRGINIA,BOONE,"1,005.70",992.30,961.01,"7,857.85"
51030,WEST VIRGINIA,BRAXTON,960.36,960.36,937.45,"7,857.85"
51040,WEST VIRGINIA,BROOKE,"1,011.30","1,011.30",988.84,"7,857.85"
51050,WEST VIRGINIA,CABELL,"1,054.79","1,028.69",967.80,"7,857.85"
51060,WEST VIRGINIA,CALHOUN,992.10,992.10,992.10,"7,857.85"
51070,WEST VIRGINIA,CLAY,975.00,951.60,897.00,"7,857.85"
51080,WEST VIRGINIA,DODDRIDGE,975.86,963.67,935.20,"7,857.85"
51090,WEST VIRGINIA,FAYETTE,"1,012.32",999.67,970.14,"7,857.85"
51100,WEST VIRGINIA,GILMER,964.05,964.05,964.05,"7,857.85"
51110,WEST VIRGINIA,GRANT,971.04,971.04,971.04,"7,857.85"
51120,WEST VIRGINIA,GREENBRIER,963.58,963.58,963.58,"7,857.85"
51130,WEST VIRGINIA,HAMPSHIRE,976.73,976.73,946.67,"7,857.85"
51140,WEST VIRGINIA,HANCOCK,"1,008.17",993.05,957.76,"7,857.85"
51150,WEST VIRGINIA,HARDY,971.99,971.99,971.99,"7,857.85"
51160,WEST VIRGINIA,HARRISON,958.90,958.90,958.90,"7,857.85"
51170,WEST VIRGINIA,JACKSON,968.99,968.99,968.99,"7,857.85"
51180,WEST VIRGINIA,JEFFERSON,999.06,985.74,954.65,"7,857.85"
51190,WEST VIRGINIA,KANAWHA,"1,018.07",993.64,936.63,"7,857.85"
51200,WEST VIRGINIA,LEWIS,963.39,963.39,963.39,"7,857.85"
51210,WEST VIRGINIA,LINCOLN,"1,038.85","1,013.92",955.74,"7,857.85"
51220,WEST VIRGINIA,LOGAN,993.73,979.53,946.41,"7,857.85"
51230,WEST VIRGINIA,MCDOWELL,977.98,965.75,937.23,"7,857.85"
51240,WEST VIRGINIA,MARION,955.44,955.44,955.44,"7,857.85"
51250,WEST VIRGINIA,MARSHALL,"1,020.65","1,020.65",994.35,"7,857.85"
51260,WEST VIRGINIA,MASON,973.09,973.09,973.09,"7,857.85"
51270,WEST VIRGINIA,MERCER,969.32,967.90,939.31,"7,857.85"
51280,WEST VIRGINIA,MINERAL,"1,063.08","1,047.13","1,009.93","7,857.85"
51290,WEST VIRGINIA,MINGO,"1,019.49","1,006.33",975.64,"7,857.85"
51300,WEST VIRGINIA,MONONGALIA,907.20,907.20,907.20,"7,857.85"
51310,WEST VIRGINIA,MONROE,968.05,968.05,968.05,"7,857.85"
51320,WEST VIRGINIA,MORGAN,"1,002.71","1,002.71",982.23,"7,857.85"
51330,WEST VIRGINIA,NICHOLAS,961.85,961.85,961.85,"7,857.85"
51340,WEST VIRGINIA,OHIO,"1,033.94","1,021.02",990.86,"7,857.85"
51350,WEST VIRGINIA,PENDLETON,971.15,971.15,966.46,"7,857.85"
51360,WEST VIRGINIA,PLEASANTS,969.11,969.11,969.11,"7,857.85"
51370,WEST VIRGINIA,POCAHONTAS,"1,031.25","1,031.25","1,024.54","7,857.85"
51380,WEST VIRGINIA,PRESTON,946.88,946.88,946.88,"7,857.85"
51390,WEST VIRGINIA,PUTNAM,"1,039.82","1,014.87",956.64,"7,857.85"
51400,WEST VIRGINIA,RALEIGH,"1,015.54","1,002.26",970.66,"7,857.85"
51410,WEST VIRGINIA,RANDOLPH,961.55,961.55,957.96,"7,857.85"
51420,WEST VIRGINIA,RITCHIE,969.29,969.29,969.29,"7,857.85"
51430,WEST VIRGINIA,ROANE,966.60,966.60,966.60,"7,857.85"
51440,WEST VIRGINIA,SUMMERS,970.86,960.67,932.29,"7,857.85"
51450,WEST VIRGINIA,TAYLOR,"1,035.54","1,021.73",989.52,"7,857.85"
51460,WEST VIRGINIA,TUCKER,961.79,961.79,961.79,"7,857.85"
51470,WEST VIRGINIA,TYLER,978.11,978.11,960.16,"7,857.85"
51480,WEST VIRGINIA,UPSHUR,959.57,959.57,934.26,"7,857.85"
51490,WEST VIRGINIA,WAYNE,"1,015.66","1,002.96",973.34,"7,857.85"
51500,WEST VIRGINIA,WEBSTER,958.15,958.15,958.15,"7,857.85"
51510,WEST VIRGINIA,WETZEL,957.24,957.24,957.24,"7,857.85"
51520,WEST VIRGINIA,WIRT,970.16,970.16,970.16,"7,857.85"
51530,WEST VIRGINIA,WOOD,970.80,970.80,970.80,"7,857.85"
51540,WEST VIRGINIA,WYOMING,959.34,959.34,959.34,"7,857.85"
52000,WISCONSIN,ADAMS,909.15,909.15,909.15,"7,305.96"
52010,WISCONSIN,ASHLAND,978.96,978.96,978.96,"7,305.96"
52020,WISCONSIN,BARRON,973.52,959.61,927.16,"7,305.96"
52030,WISCONSIN,BAYFIELD,977.53,977.53,977.53,"7,305.96"
52040,WISCONSIN,BROWN,"1,008.85",984.64,928.14,"7,305.96"
52050,WISCONSIN,BUFFALO,967.41,967.41,967.41,"7,305.96"
52060,WISCONSIN,BURNETT,980.41,980.41,980.41,"7,305.96"
52070,WISCONSIN,CALUMET,"1,081.62","1,081.62","1,020.89","7,305.96"
52080,WISCONSIN,CHIPPEWA,977.70,971.61,940.97,"7,305.96"
52090,WISCONSIN,CLARK,972.15,972.15,972.15,"7,305.96"
52100,WISCONSIN,COLUMBIA,974.38,962.20,933.78,"7,305.96"
52110,WISCONSIN,CRAWFORD,"1,058.53","1,058.53","1,022.65","7,305.96"
52120,WISCONSIN,DANE,912.67,901.26,874.64,"7,305.96"
52130,WISCONSIN,DODGE,960.16,960.16,944.86,"7,305.96"
52140,WISCONSIN,DOOR,980.45,977.96,944.89,"7,305.96"
52150,WISCONSIN,DOUGLAS,986.70,973.09,941.33,"7,305.96"
52160,WISCONSIN,DUNN,992.18,978.00,944.93,"7,305.96"
52170,WISCONSIN,EAU CLAIRE,975.88,975.88,960.89,"7,305.96"
52180,WISCONSIN,FLORENCE,976.47,976.47,963.07,"7,305.96"
52190,WISCONSIN,FOND DU LAC,958.73,946.74,918.78,"7,305.96"
52200,WISCONSIN,FOREST,978.22,978.22,951.06,"7,305.96"
52210,WISCONSIN,GRANT,962.10,962.10,962.10,"7,305.96"
52220,WISCONSIN,GREEN,956.71,956.71,944.02,"7,305.96"
52230,WISCONSIN,GREEN LAKE,943.03,931.24,903.74,"7,305.96"
52240,WISCONSIN,IOWA,979.20,966.96,938.40,"7,305.96"
52250,WISCONSIN,IRON,941.31,928.76,899.47,"7,305.96"
52260,WISCONSIN,JACKSON,977.33,977.33,977.33,"7,305.96"
52270,WISCONSIN,JEFFERSON,960.02,948.02,920.02,"7,305.96"
52280,WISCONSIN,JUNEAU,957.35,957.35,957.35,"7,305.96"
52290,WISCONSIN,KENOSHA,"1,002.70",988.87,956.60,"7,305.96"
52300,WISCONSIN,KEWAUNEE,"1,035.04","1,010.20",952.23,"7,305.96"
52310,WISCONSIN,LA CROSSE,947.47,935.63,907.99,"7,305.96"
52320,WISCONSIN,LAFAYETTE,"1,006.60",992.72,960.32,"7,305.96"
52330,WISCONSIN,LANGLADE,978.34,975.16,942.18,"7,305.96"
52340,WISCONSIN,LINCOLN,961.84,949.81,921.76,"7,305.96"
52350,WISCONSIN,MANITOWOC,965.62,953.55,925.38,"7,305.96"
52360,WISCONSIN,MARATHON,840.28,829.77,805.26,"7,305.96"
52370,WISCONSIN,MARINETTE,980.48,980.48,980.48,"7,305.96"
52380,WISCONSIN,MARQUETTE,953.21,953.21,953.21,"7,305.96"
52381,WISCONSIN,MENOMINEE,921.66,910.14,883.26,"7,305.96"
52390,WISCONSIN,MILWAUKEE,"1,028.50","1,002.24",940.97,"7,305.96"
52400,WISCONSIN,MONROE,964.39,964.39,964.39,"7,305.96"
52410,WISCONSIN,OCONTO,"1,032.77","1,006.40",944.87,"7,305.96"
52420,WISCONSIN,ONEIDA,970.20,958.07,929.77,"7,305.96"
52430,WISCONSIN,OUTAGAMIE,946.11,923.41,870.42,"7,305.96"
52440,WISCONSIN,OZAUKEE,"1,029.19","1,004.49",946.85,"7,305.96"
52450,WISCONSIN,PEPIN,"1,069.55","1,053.51","1,016.07","7,305.96"
52460,WISCONSIN,PIERCE,987.57,973.46,940.54,"7,305.96"
52470,WISCONSIN,POLK,"1,054.53","1,039.10","1,003.09","7,305.96"
52480,WISCONSIN,PORTAGE,976.74,976.74,956.05,"7,305.96"
52490,WISCONSIN,PRICE,976.11,976.11,976.11,"7,305.96"
52500,WISCONSIN,RACINE,"1,074.49","1,047.06",983.04,"7,305.96"
52510,WISCONSIN,RICHLAND,956.82,956.82,949.90,"7,305.96"
52520,WISCONSIN,ROCK,965.17,965.17,951.94,"7,305.96"
52530,WISCONSIN,RUSK,979.89,979.89,968.59,"7,305.96"
52540,WISCONSIN,ST. CROIX,998.16,983.90,950.63,"7,305.96"
52550,WISCONSIN,SAUK,954.35,954.35,951.97,"7,305.96"
52560,WISCONSIN,SAWYER,977.15,977.15,977.15,"7,305.96"
52570,WISCONSIN,SHAWANO,977.35,971.25,942.56,"7,305.96"
52580,WISCONSIN,SHEBOYGAN,945.88,934.05,906.46,"7,305.96"
52590,WISCONSIN,TAYLOR,975.49,975.49,953.36,"7,305.96"
52600,WISCONSIN,TREMPEALEAU,969.32,969.32,969.32,"7,305.96"
52610,WISCONSIN,VERNON,963.65,963.65,963.65,"7,305.96"
52620,WISCONSIN,VILAS,976.31,976.31,975.33,"7,305.96"
52630,WISCONSIN,WALWORTH,970.45,970.45,944.31,"7,305.96"
52640,WISCONSIN,WASHBURN,976.71,976.71,971.80,"7,305.96"
