Medicare Advantage Monthly Capitation Rates for 2021 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.",,,,
Code,State,County Name,Parts A&B 2021 Rate,Parts A&B ESRD 2021 Rate
25270,MISSISSIPPI,ISSAQUENA,"1,740.76","7,083.61"
25280,MISSISSIPPI,ITAWAMBA,963.99,"7,083.61"
25290,MISSISSIPPI,JACKSON,"1,199.34","7,083.61"
25300,MISSISSIPPI,JASPER,983.27,"7,083.61"
25310,MISSISSIPPI,JEFFERSON,"1,322.59","7,083.61"
25320,MISSISSIPPI,JEFFERSON DAVIS,"1,125.38","7,083.61"
25330,MISSISSIPPI,JONES,985.93,"7,083.61"
25340,MISSISSIPPI,KEMPER,"1,181.77","7,083.61"
25350,MISSISSIPPI,LAFAYETTE,985.93,"7,083.61"
25360,MISSISSIPPI,LAMAR,"1,116.11","7,083.61"
25370,MISSISSIPPI,LAUDERDALE,"1,086.50","7,083.61"
25380,MISSISSIPPI,LAWRENCE,"1,077.75","7,083.61"
25390,MISSISSIPPI,LEAKE,"1,219.87","7,083.61"
25400,MISSISSIPPI,LEE,985.93,"7,083.61"
25410,MISSISSIPPI,LEFLORE,"1,024.02","7,083.61"
25420,MISSISSIPPI,LINCOLN,990.04,"7,083.61"
25430,MISSISSIPPI,LOWNDES,985.93,"7,083.61"
25440,MISSISSIPPI,MADISON,"1,089.65","7,083.61"
25450,MISSISSIPPI,MARION,"1,047.58","7,083.61"
25460,MISSISSIPPI,MARSHALL,"1,138.19","7,083.61"
25470,MISSISSIPPI,MONROE,"1,052.89","7,083.61"
25480,MISSISSIPPI,MONTGOMERY,"1,177.40","7,083.61"
25490,MISSISSIPPI,NESHOBA,"1,171.25","7,083.61"
25500,MISSISSIPPI,NEWTON,"1,229.97","7,083.61"
25510,MISSISSIPPI,NOXUBEE,"1,050.16","7,083.61"
25520,MISSISSIPPI,OKTIBBEHA,985.93,"7,083.61"
25530,MISSISSIPPI,PANOLA,987.23,"7,083.61"
25540,MISSISSIPPI,PEARL RIVER,"1,232.46","7,083.61"
25550,MISSISSIPPI,PERRY,"1,225.76","7,083.61"
25560,MISSISSIPPI,PIKE,"1,197.99","7,083.61"
25570,MISSISSIPPI,PONTOTOC,985.93,"7,083.61"
25580,MISSISSIPPI,PRENTISS,994.42,"7,083.61"
25590,MISSISSIPPI,QUITMAN,"1,165.88","7,083.61"
25600,MISSISSIPPI,RANKIN,"1,089.65","7,083.61"
25610,MISSISSIPPI,SCOTT,"1,215.41","7,083.61"
25620,MISSISSIPPI,SHARKEY,"1,247.05","7,083.61"
25630,MISSISSIPPI,SIMPSON,"1,158.56","7,083.61"
25640,MISSISSIPPI,SMITH,"1,032.65","7,083.61"
25650,MISSISSIPPI,STONE,"1,282.39","7,083.61"
25660,MISSISSIPPI,SUNFLOWER,"1,170.04","7,083.61"
25670,MISSISSIPPI,TALLAHATCHIE,"1,127.70","7,083.61"
25680,MISSISSIPPI,TATE,"1,071.05","7,083.61"
25690,MISSISSIPPI,TIPPAH,981.95,"7,083.61"
25700,MISSISSIPPI,TISHOMINGO,"1,017.13","7,083.61"
25710,MISSISSIPPI,TUNICA,"1,086.57","7,083.61"
25720,MISSISSIPPI,UNION,948.98,"7,083.61"
25730,MISSISSIPPI,WALTHALL,"1,111.00","7,083.61"
25740,MISSISSIPPI,WARREN,"1,264.34","7,083.61"
25750,MISSISSIPPI,WASHINGTON,"1,065.38","7,083.61"
25760,MISSISSIPPI,WAYNE,"1,055.78","7,083.61"
25770,MISSISSIPPI,WEBSTER,"1,117.73","7,083.61"
25780,MISSISSIPPI,WILKINSON,"1,273.18","7,083.61"
25790,MISSISSIPPI,WINSTON,"1,004.18","7,083.61"
25800,MISSISSIPPI,YALOBUSHA,"1,044.51","7,083.61"
25810,MISSISSIPPI,YAZOO,"1,138.80","7,083.61"
26000,MISSOURI,ADAIR,"1,171.60","7,501.67"
26010,MISSOURI,ANDREW,"1,140.41","7,501.67"
26020,MISSOURI,ATCHISON,"1,172.68","7,501.67"
26030,MISSOURI,AUDRAIN,"1,124.39","7,501.67"
26040,MISSOURI,BARRY,985.93,"7,501.67"
26050,MISSOURI,BARTON,"1,095.07","7,501.67"
26060,MISSOURI,BATES,"1,067.77","7,501.67"
26070,MISSOURI,BENTON,985.93,"7,501.67"
26080,MISSOURI,BOLLINGER,960.39,"7,501.67"
26090,MISSOURI,BOONE,"1,028.06","7,501.67"
26100,MISSOURI,BUCHANAN,"1,038.36","7,501.67"
26110,MISSOURI,BUTLER,985.93,"7,501.67"
26120,MISSOURI,CALDWELL,"1,089.65","7,501.67"
26130,MISSOURI,CALLAWAY,978.57,"7,501.67"
26140,MISSOURI,CAMDEN,"1,063.93","7,501.67"
26150,MISSOURI,CAPE GIRARDEAU,985.93,"7,501.67"
26160,MISSOURI,CARROLL,"1,132.37","7,501.67"
26170,MISSOURI,CARTER,"1,004.70","7,501.67"
26180,MISSOURI,CASS,"1,089.65","7,501.67"
26190,MISSOURI,CEDAR,994.15,"7,501.67"
26200,MISSOURI,CHARITON,985.93,"7,501.67"
26210,MISSOURI,CHRISTIAN,"1,089.65","7,501.67"
26220,MISSOURI,CLARK,985.93,"7,501.67"
26230,MISSOURI,CLAY,"1,139.22","7,501.67"
26240,MISSOURI,CLINTON,"1,089.65","7,501.67"
26250,MISSOURI,COLE,"1,067.52","7,501.67"
26260,MISSOURI,COOPER,985.93,"7,501.67"
26270,MISSOURI,CRAWFORD,"1,089.65","7,501.67"
26280,MISSOURI,DADE,985.93,"7,501.67"
26290,MISSOURI,DALLAS,"1,089.65","7,501.67"
26300,MISSOURI,DAVIESS,"1,122.48","7,501.67"
26310,MISSOURI,DEKALB,"1,113.59","7,501.67"
26320,MISSOURI,DENT,985.93,"7,501.67"
26330,MISSOURI,DOUGLAS,985.93,"7,501.67"
26340,MISSOURI,DUNKLIN,968.06,"7,501.67"
26350,MISSOURI,FRANKLIN,"1,089.65","7,501.67"
26360,MISSOURI,GASCONADE,985.93,"7,501.67"
26370,MISSOURI,GENTRY,"1,193.82","7,501.67"
26380,MISSOURI,GREENE,"1,089.65","7,501.67"
26390,MISSOURI,GRUNDY,"1,190.23","7,501.67"
26400,MISSOURI,HARRISON,"1,266.92","7,501.67"
26410,MISSOURI,HENRY,"1,013.47","7,501.67"
26411,MISSOURI,HICKORY,"1,012.61","7,501.67"
26412,MISSOURI,HOLT,"1,063.34","7,501.67"
26440,MISSOURI,HOWARD,985.93,"7,501.67"
26450,MISSOURI,HOWELL,985.93,"7,501.67"
26460,MISSOURI,IRON,967.98,"7,501.67"
26470,MISSOURI,JACKSON,"1,093.65","7,501.67"
26480,MISSOURI,JASPER,985.93,"7,501.67"
26490,MISSOURI,JEFFERSON,"1,070.46","7,501.67"
26500,MISSOURI,JOHNSON,"1,018.81","7,501.67"
26510,MISSOURI,KNOX,"1,126.80","7,501.67"
26520,MISSOURI,LACLEDE,985.93,"7,501.67"
26530,MISSOURI,LAFAYETTE,"1,089.65","7,501.67"
26540,MISSOURI,LAWRENCE,985.93,"7,501.67"
26541,MISSOURI,LEWIS,"1,066.05","7,501.67"
26560,MISSOURI,LINCOLN,"1,089.65","7,501.67"
26570,MISSOURI,LINN,"1,055.51","7,501.67"
26580,MISSOURI,LIVINGSTON,"1,094.26","7,501.67"
26590,MISSOURI,MCDONALD,"1,089.65","7,501.67"
26600,MISSOURI,MACON,"1,069.32","7,501.67"
26601,MISSOURI,MADISON,985.93,"7,501.67"
26620,MISSOURI,MARIES,"1,061.97","7,501.67"
26630,MISSOURI,MARION,985.93,"7,501.67"
26631,MISSOURI,MERCER,"1,072.20","7,501.67"
26650,MISSOURI,MILLER,"1,182.21","7,501.67"
26660,MISSOURI,MISSISSIPPI,985.93,"7,501.67"
26670,MISSOURI,MONITEAU,"1,070.32","7,501.67"
26680,MISSOURI,MONROE,"1,075.13","7,501.67"
26690,MISSOURI,MONTGOMERY,985.93,"7,501.67"
26700,MISSOURI,MORGAN,985.93,"7,501.67"
26710,MISSOURI,NEW MADRID,974.86,"7,501.67"
26720,MISSOURI,NEWTON,985.93,"7,501.67"
26730,MISSOURI,NODAWAY,"1,038.98","7,501.67"
26740,MISSOURI,OREGON,985.93,"7,501.67"
26750,MISSOURI,OSAGE,"1,165.82","7,501.67"
26751,MISSOURI,OZARK,985.93,"7,501.67"
26770,MISSOURI,PEMISCOT,"1,053.21","7,501.67"
26780,MISSOURI,PERRY,"1,028.04","7,501.67"
26790,MISSOURI,PETTIS,933.46,"7,501.67"
26800,MISSOURI,PHELPS,985.93,"7,501.67"
26810,MISSOURI,PIKE,985.93,"7,501.67"
26820,MISSOURI,PLATTE,"1,123.93","7,501.67"
26821,MISSOURI,POLK,"1,089.65","7,501.67"
26840,MISSOURI,PULASKI,"1,000.63","7,501.67"
26850,MISSOURI,PUTNAM,"1,290.35","7,501.67"
26860,MISSOURI,RALLS,985.93,"7,501.67"
26870,MISSOURI,RANDOLPH,"1,256.15","7,501.67"
26880,MISSOURI,RAY,"1,106.68","7,501.67"
26881,MISSOURI,REYNOLDS,987.84,"7,501.67"
26900,MISSOURI,RIPLEY,998.24,"7,501.67"
26910,MISSOURI,ST. CHARLES,"1,089.65","7,501.67"
26911,MISSOURI,ST. CLAIR,"1,128.26","7,501.67"
26930,MISSOURI,ST. FRANCOIS,985.93,"7,501.67"
26940,MISSOURI,ST. LOUIS,"1,089.65","7,501.67"
26950,MISSOURI,ST. LOUIS CITY,"1,078.78","7,501.67"
26960,MISSOURI,STE. GENEVIEVE,"1,062.54","7,501.67"
26970,MISSOURI,SALINE,985.93,"7,501.67"
26980,MISSOURI,SCHUYLER,"1,271.54","7,501.67"
26981,MISSOURI,SCOTLAND,"1,367.62","7,501.67"
26982,MISSOURI,SCOTT,985.93,"7,501.67"
26983,MISSOURI,SHANNON,985.93,"7,501.67"
26984,MISSOURI,SHELBY,985.93,"7,501.67"
26985,MISSOURI,STODDARD,985.93,"7,501.67"
26986,MISSOURI,STONE,985.93,"7,501.67"
26987,MISSOURI,SULLIVAN,"1,115.10","7,501.67"
26988,MISSOURI,TANEY,985.93,"7,501.67"
26989,MISSOURI,TEXAS,985.93,"7,501.67"
26990,MISSOURI,VERNON,985.93,"7,501.67"
26991,MISSOURI,WARREN,"1,089.65","7,501.67"
26992,MISSOURI,WASHINGTON,"1,089.65","7,501.67"
26993,MISSOURI,WAYNE,985.93,"7,501.67"
26994,MISSOURI,WEBSTER,"1,089.65","7,501.67"
26995,MISSOURI,WORTH,"1,075.39","7,501.67"
26996,MISSOURI,WRIGHT,985.93,"7,501.67"
27000,MONTANA,BEAVERHEAD,"1,240.49","6,927.44"
27010,MONTANA,BIG HORN,"1,178.77","6,927.44"
27020,MONTANA,BLAINE,985.93,"6,927.44"
27030,MONTANA,BROADWATER,985.93,"6,927.44"
27040,MONTANA,CARBON,"1,054.34","6,927.44"
27050,MONTANA,CARTER,"1,023.71","6,927.44"
27060,MONTANA,CASCADE,985.93,"6,927.44"
27070,MONTANA,CHOUTEAU,"1,026.04","6,927.44"
27080,MONTANA,CUSTER,985.93,"6,927.44"
27090,MONTANA,DANIELS,"1,224.62","6,927.44"
27100,MONTANA,DAWSON,"1,011.51","6,927.44"
27110,MONTANA,DEER LODGE,"1,040.58","6,927.44"
27120,MONTANA,FALLON,"1,249.28","6,927.44"
27130,MONTANA,FERGUS,985.93,"6,927.44"
27140,MONTANA,FLATHEAD,985.93,"6,927.44"
27150,MONTANA,GALLATIN,985.93,"6,927.44"
27160,MONTANA,GARFIELD,985.93,"6,927.44"
27170,MONTANA,GLACIER,"1,096.51","6,927.44"
27180,MONTANA,GOLDEN VALLEY,985.93,"6,927.44"
27190,MONTANA,GRANITE,982.27,"6,927.44"
27200,MONTANA,HILL,985.93,"6,927.44"
27210,MONTANA,JEFFERSON,985.93,"6,927.44"
27220,MONTANA,JUDITH BASIN,985.93,"6,927.44"
27230,MONTANA,LAKE,"1,046.37","6,927.44"
27240,MONTANA,LEWIS AND CLARK,985.93,"6,927.44"
27250,MONTANA,LIBERTY,"1,086.00","6,927.44"
27260,MONTANA,LINCOLN,985.93,"6,927.44"
27270,MONTANA,MCCONE,"1,079.09","6,927.44"
27280,MONTANA,MADISON,"1,176.68","6,927.44"
27290,MONTANA,MEAGHER,"1,279.74","6,927.44"
27300,MONTANA,MINERAL,985.93,"6,927.44"
27310,MONTANA,MISSOULA,985.93,"6,927.44"
27320,MONTANA,MUSSELSHELL,"1,059.62","6,927.44"
27330,MONTANA,PARK,994.21,"6,927.44"
27340,MONTANA,PETROLEUM,985.93,"6,927.44"
27350,MONTANA,PHILLIPS,"1,087.81","6,927.44"
27360,MONTANA,PONDERA,"1,074.52","6,927.44"
27370,MONTANA,POWDER RIVER,985.93,"6,927.44"
27380,MONTANA,POWELL,"1,081.69","6,927.44"
27390,MONTANA,PRAIRIE,"1,058.90","6,927.44"
27400,MONTANA,RAVALLI,985.93,"6,927.44"
27410,MONTANA,RICHLAND,985.93,"6,927.44"
27420,MONTANA,ROOSEVELT,"1,238.35","6,927.44"
27430,MONTANA,ROSEBUD,984.38,"6,927.44"
27440,MONTANA,SANDERS,985.93,"6,927.44"
27450,MONTANA,SHERIDAN,"1,074.78","6,927.44"
27460,MONTANA,SILVER BOW,985.93,"6,927.44"
27470,MONTANA,STILLWATER,"1,092.95","6,927.44"
27480,MONTANA,SWEET GRASS,"1,038.69","6,927.44"
27490,MONTANA,TETON,995.59,"6,927.44"
27500,MONTANA,TOOLE,"1,272.61","6,927.44"
27510,MONTANA,TREASURE,985.93,"6,927.44"
27520,MONTANA,VALLEY,"1,127.72","6,927.44"
27530,MONTANA,WHEATLAND,"1,140.82","6,927.44"
27540,MONTANA,WIBAUX,985.93,"6,927.44"
27550,MONTANA,YELLOWSTONE,985.93,"6,927.44"
28000,NEBRASKA,ADAMS,985.93,"7,716.75"
28010,NEBRASKA,ANTELOPE,"1,361.25","7,716.75"
28020,NEBRASKA,ARTHUR,"1,147.07","7,716.75"
28030,NEBRASKA,BANNER,"1,137.10","7,716.75"
28040,NEBRASKA,BLAINE,"1,174.21","7,716.75"
28050,NEBRASKA,BOONE,"1,225.92","7,716.75"
28060,NEBRASKA,BOX BUTTE,"1,232.44","7,716.75"
28070,NEBRASKA,BOYD,"1,295.00","7,716.75"
28080,NEBRASKA,BROWN,"1,397.01","7,716.75"
28090,NEBRASKA,BUFFALO,985.93,"7,716.75"
28100,NEBRASKA,BURT,"1,199.15","7,716.75"
28110,NEBRASKA,BUTLER,"1,082.10","7,716.75"
28120,NEBRASKA,CASS,"1,089.65","7,716.75"
28130,NEBRASKA,CEDAR,"1,063.57","7,716.75"
28140,NEBRASKA,CHASE,"1,324.39","7,716.75"
28150,NEBRASKA,CHERRY,"1,105.12","7,716.75"
28160,NEBRASKA,CHEYENNE,"1,199.73","7,716.75"
28170,NEBRASKA,CLAY,973.19,"7,716.75"
28180,NEBRASKA,COLFAX,"1,108.38","7,716.75"
28190,NEBRASKA,CUMING,"1,208.64","7,716.75"
28200,NEBRASKA,CUSTER,"1,093.02","7,716.75"
28210,NEBRASKA,DAKOTA,985.93,"7,716.75"
28220,NEBRASKA,DAWES,"1,045.03","7,716.75"
28230,NEBRASKA,DAWSON,"1,104.55","7,716.75"
28240,NEBRASKA,DEUEL,"1,153.69","7,716.75"
28250,NEBRASKA,DIXON,985.93,"7,716.75"
28260,NEBRASKA,DODGE,991.79,"7,716.75"
28270,NEBRASKA,DOUGLAS,"1,089.65","7,716.75"
28280,NEBRASKA,DUNDY,"1,481.83","7,716.75"
28290,NEBRASKA,FILLMORE,"1,169.58","7,716.75"
28300,NEBRASKA,FRANKLIN,"1,164.88","7,716.75"
28310,NEBRASKA,FRONTIER,"1,083.60","7,716.75"
28320,NEBRASKA,FURNAS,"1,268.05","7,716.75"
28330,NEBRASKA,GAGE,"1,009.04","7,716.75"
28340,NEBRASKA,GARDEN,"1,288.01","7,716.75"
28350,NEBRASKA,GARFIELD,"1,330.80","7,716.75"
28360,NEBRASKA,GOSPER,"1,131.12","7,716.75"
28370,NEBRASKA,GRANT,"1,129.51","7,716.75"
28380,NEBRASKA,GREELEY,"1,183.10","7,716.75"
28390,NEBRASKA,HALL,985.93,"7,716.75"
28400,NEBRASKA,HAMILTON,"1,030.36","7,716.75"
28410,NEBRASKA,HARLAN,"1,364.72","7,716.75"
28420,NEBRASKA,HAYES,"1,047.05","7,716.75"
28430,NEBRASKA,HITCHCOCK,"1,157.98","7,716.75"
28440,NEBRASKA,HOLT,"1,357.86","7,716.75"
28450,NEBRASKA,HOOKER,"1,088.22","7,716.75"
28460,NEBRASKA,HOWARD,"1,088.23","7,716.75"
28470,NEBRASKA,JEFFERSON,"1,012.43","7,716.75"
28480,NEBRASKA,JOHNSON,"1,292.81","7,716.75"
28490,NEBRASKA,KEARNEY,"1,136.39","7,716.75"
28500,NEBRASKA,KEITH,"1,019.00","7,716.75"
28510,NEBRASKA,KEYA PAHA,"1,224.34","7,716.75"
28520,NEBRASKA,KIMBALL,"1,275.22","7,716.75"
28530,NEBRASKA,KNOX,"1,022.21","7,716.75"
28540,NEBRASKA,LANCASTER,"1,089.65","7,716.75"
28550,NEBRASKA,LINCOLN,984.82,"7,716.75"
28560,NEBRASKA,LOGAN,"1,143.18","7,716.75"
28570,NEBRASKA,LOUP,"1,242.79","7,716.75"
28580,NEBRASKA,MCPHERSON,"1,098.54","7,716.75"
28590,NEBRASKA,MADISON,"1,050.90","7,716.75"
28600,NEBRASKA,MERRICK,"1,022.27","7,716.75"
28610,NEBRASKA,MORRILL,"1,320.11","7,716.75"
28620,NEBRASKA,NANCE,"1,225.33","7,716.75"
28630,NEBRASKA,NEMAHA,"1,199.62","7,716.75"
28640,NEBRASKA,NUCKOLLS,"1,240.51","7,716.75"
28650,NEBRASKA,OTOE,"1,193.55","7,716.75"
28660,NEBRASKA,PAWNEE,"1,111.15","7,716.75"
28670,NEBRASKA,PERKINS,"1,132.68","7,716.75"
28680,NEBRASKA,PHELPS,"1,140.00","7,716.75"
28690,NEBRASKA,PIERCE,"1,308.15","7,716.75"
28700,NEBRASKA,PLATTE,985.93,"7,716.75"
28710,NEBRASKA,POLK,"1,239.03","7,716.75"
28720,NEBRASKA,RED WILLOW,"1,105.12","7,716.75"
28730,NEBRASKA,RICHARDSON,"1,212.68","7,716.75"
28740,NEBRASKA,ROCK,"1,244.21","7,716.75"
28750,NEBRASKA,SALINE,"1,116.92","7,716.75"
28760,NEBRASKA,SARPY,"1,089.65","7,716.75"
28770,NEBRASKA,SAUNDERS,"1,094.80","7,716.75"
28780,NEBRASKA,SCOTTS BLUFF,972.20,"7,716.75"
28790,NEBRASKA,SEWARD,"1,070.32","7,716.75"
28800,NEBRASKA,SHERIDAN,"1,168.79","7,716.75"
28810,NEBRASKA,SHERMAN,"1,086.28","7,716.75"
28820,NEBRASKA,SIOUX,"1,086.68","7,716.75"
28830,NEBRASKA,STANTON,"1,087.36","7,716.75"
28840,NEBRASKA,THAYER,"1,256.66","7,716.75"
28850,NEBRASKA,THOMAS,"1,105.88","7,716.75"
28860,NEBRASKA,THURSTON,"1,126.24","7,716.75"
28870,NEBRASKA,VALLEY,"1,324.56","7,716.75"
28880,NEBRASKA,WASHINGTON,"1,140.21","7,716.75"
28890,NEBRASKA,WAYNE,"1,090.66","7,716.75"
28900,NEBRASKA,WEBSTER,"1,122.63","7,716.75"
28910,NEBRASKA,WHEELER,"1,176.89","7,716.75"
28920,NEBRASKA,YORK,"1,069.01","7,716.75"
29000,NEVADA,CHURCHILL,"1,178.15","8,687.91"
29010,NEVADA,CLARK,"1,165.53","8,687.91"
29020,NEVADA,DOUGLAS,"1,030.14","8,687.91"
29030,NEVADA,ELKO,996.20,"8,687.91"
29040,NEVADA,ESMERALDA,"1,315.55","8,687.91"
29050,NEVADA,EUREKA,"1,133.38","8,687.91"
29060,NEVADA,HUMBOLDT,"1,141.04","8,687.91"
29070,NEVADA,LANDER,"1,173.77","8,687.91"
29080,NEVADA,LINCOLN,"1,467.21","8,687.91"
29090,NEVADA,LYON,991.57,"8,687.91"
29100,NEVADA,MINERAL,"1,171.60","8,687.91"
29110,NEVADA,NYE,"1,101.28","8,687.91"
29120,NEVADA,CARSON CITY,997.02,"8,687.91"
29130,NEVADA,PERSHING,"1,118.89","8,687.91"
29140,NEVADA,STOREY,"1,089.65","8,687.91"
29150,NEVADA,WASHOE,"1,089.65","8,687.91"
29160,NEVADA,WHITE PINE,"1,325.34","8,687.91"
30000,NEW HAMPSHIRE,BELKNAP,"1,058.82","8,219.97"
30010,NEW HAMPSHIRE,CARROLL,"1,078.52","8,219.97"
30020,NEW HAMPSHIRE,CHESHIRE,"1,020.98","8,219.97"
30030,NEW HAMPSHIRE,COOS,"1,150.06","8,219.97"
30040,NEW HAMPSHIRE,GRAFTON,"1,062.43","8,219.97"
30050,NEW HAMPSHIRE,HILLSBOROUGH,"1,089.65","8,219.97"
30060,NEW HAMPSHIRE,MERRIMACK,"1,089.65","8,219.97"
30070,NEW HAMPSHIRE,ROCKINGHAM,"1,089.65","8,219.97"
30080,NEW HAMPSHIRE,STRAFFORD,"1,089.65","8,219.97"
30090,NEW HAMPSHIRE,SULLIVAN,"1,102.32","8,219.97"
31000,NEW JERSEY,ATLANTIC,"1,101.84","9,322.34"
31100,NEW JERSEY,BERGEN,"1,174.60","9,322.34"
31150,NEW JERSEY,BURLINGTON,"1,089.65","9,322.34"
31160,NEW JERSEY,CAMDEN,"1,207.83","9,322.34"
31180,NEW JERSEY,CAPE MAY,"1,181.64","9,322.34"
31190,NEW JERSEY,CUMBERLAND,"1,089.65","9,322.34"
31200,NEW JERSEY,ESSEX,"1,331.09","9,322.34"
31220,NEW JERSEY,GLOUCESTER,"1,169.15","9,322.34"
31230,NEW JERSEY,HUDSON,"1,250.42","9,322.34"
31250,NEW JERSEY,HUNTERDON,"1,089.65","9,322.34"
31260,NEW JERSEY,MERCER,"1,191.43","9,322.34"
31270,NEW JERSEY,MIDDLESEX,"1,205.23","9,322.34"
31290,NEW JERSEY,MONMOUTH,"1,162.32","9,322.34"
31300,NEW JERSEY,MORRIS,"1,089.33","9,322.34"
31310,NEW JERSEY,OCEAN,"1,264.85","9,322.34"
31320,NEW JERSEY,PASSAIC,"1,151.04","9,322.34"
31340,NEW JERSEY,SALEM,"1,089.65","9,322.34"
31350,NEW JERSEY,SOMERSET,"1,089.65","9,322.34"
31360,NEW JERSEY,SUSSEX,"1,089.65","9,322.34"
31370,NEW JERSEY,UNION,"1,161.18","9,322.34"
31390,NEW JERSEY,WARREN,"1,255.06","9,322.34"
32000,NEW MEXICO,BERNALILLO,"1,089.65","6,794.52"
32010,NEW MEXICO,CATRON,985.93,"6,794.52"
32020,NEW MEXICO,CHAVES,985.93,"6,794.52"
32025,NEW MEXICO,CIBOLA,"1,089.65","6,794.52"
32030,NEW MEXICO,COLFAX,985.93,"6,794.52"
32040,NEW MEXICO,CURRY,901.41,"6,794.52"
32050,NEW MEXICO,DEBACA,985.93,"6,794.52"
32060,NEW MEXICO,DONA ANA,985.93,"6,794.52"
32070,NEW MEXICO,EDDY,985.93,"6,794.52"
32080,NEW MEXICO,GRANT,985.93,"6,794.52"
32090,NEW MEXICO,GUADALUPE,"1,003.18","6,794.52"
32100,NEW MEXICO,HARDING,985.93,"6,794.52"
32110,NEW MEXICO,HIDALGO,985.93,"6,794.52"
32120,NEW MEXICO,LEA,"1,000.46","6,794.52"
32130,NEW MEXICO,LINCOLN,985.93,"6,794.52"
32131,NEW MEXICO,LOS ALAMOS,985.93,"6,794.52"
32140,NEW MEXICO,LUNA,985.93,"6,794.52"
32150,NEW MEXICO,MCKINLEY,985.93,"6,794.52"
32160,NEW MEXICO,MORA,985.93,"6,794.52"
32170,NEW MEXICO,OTERO,985.93,"6,794.52"
32180,NEW MEXICO,QUAY,"1,017.29","6,794.52"
32190,NEW MEXICO,RIO ARRIBA,985.93,"6,794.52"
32200,NEW MEXICO,ROOSEVELT,983.92,"6,794.52"
32210,NEW MEXICO,SANDOVAL,"1,089.65","6,794.52"
32220,NEW MEXICO,SAN JUAN,"1,022.93","6,794.52"
32230,NEW MEXICO,SAN MIGUEL,985.93,"6,794.52"
32240,NEW MEXICO,SANTA FE,985.93,"6,794.52"
32250,NEW MEXICO,SIERRA,985.93,"6,794.52"
32260,NEW MEXICO,SOCORRO,985.93,"6,794.52"
32270,NEW MEXICO,TAOS,985.93,"6,794.52"
32280,NEW MEXICO,TORRANCE,"1,089.65","6,794.52"
32290,NEW MEXICO,UNION,"1,272.50","6,794.52"
32300,NEW MEXICO,VALENCIA,"1,089.65","6,794.52"
33000,NEW YORK,ALBANY,"1,089.65","9,067.76"
33010,NEW YORK,ALLEGANY,985.93,"9,067.76"
33020,NEW YORK,BRONX,"1,462.06","9,067.76"
33030,NEW YORK,BROOME,"1,089.65","9,067.76"
33040,NEW YORK,CATTARAUGUS,985.93,"9,067.76"
33050,NEW YORK,CAYUGA,"1,089.65","9,067.76"
33060,NEW YORK,CHAUTAUQUA,985.93,"9,067.76"
33070,NEW YORK,CHEMUNG,985.93,"9,067.76"
33080,NEW YORK,CHENANGO,985.93,"9,067.76"
33090,NEW YORK,CLINTON,985.93,"9,067.76"
33200,NEW YORK,COLUMBIA,985.93,"9,067.76"
33210,NEW YORK,CORTLAND,985.93,"9,067.76"
33220,NEW YORK,DELAWARE,989.00,"9,067.76"
33230,NEW YORK,DUTCHESS,"1,089.65","9,067.76"
33240,NEW YORK,ERIE,"1,089.65","9,067.76"
33260,NEW YORK,ESSEX,985.93,"9,067.76"
33270,NEW YORK,FRANKLIN,985.93,"9,067.76"
33280,NEW YORK,FULTON,985.93,"9,067.76"
33290,NEW YORK,GENESEE,"1,089.65","9,067.76"
33300,NEW YORK,GREENE,985.93,"9,067.76"
33310,NEW YORK,HAMILTON,985.93,"9,067.76"
33320,NEW YORK,HERKIMER,"1,089.65","9,067.76"
33330,NEW YORK,JEFFERSON,985.93,"9,067.76"
33331,NEW YORK,KINGS,"1,338.03","9,067.76"
33340,NEW YORK,LEWIS,985.93,"9,067.76"
33350,NEW YORK,LIVINGSTON,"1,089.65","9,067.76"
33360,NEW YORK,MADISON,"1,089.65","9,067.76"
33370,NEW YORK,MONROE,"1,089.65","9,067.76"
33380,NEW YORK,MONTGOMERY,"1,089.65","9,067.76"
33400,NEW YORK,NASSAU,"1,270.26","9,067.76"
33420,NEW YORK,NEW YORK,"1,498.95","9,067.76"
33500,NEW YORK,NIAGARA,"1,089.65","9,067.76"
33510,NEW YORK,ONEIDA,"1,089.65","9,067.76"
33520,NEW YORK,ONONDAGA,"1,089.65","9,067.76"
33530,NEW YORK,ONTARIO,"1,089.65","9,067.76"
33540,NEW YORK,ORANGE,"1,135.18","9,067.76"
33550,NEW YORK,ORLEANS,"1,089.65","9,067.76"
33560,NEW YORK,OSWEGO,"1,089.65","9,067.76"
33570,NEW YORK,OTSEGO,977.62,"9,067.76"
33580,NEW YORK,PUTNAM,"1,227.26","9,067.76"
33590,NEW YORK,QUEENS,"1,294.29","9,067.76"
33600,NEW YORK,RENSSELAER,"1,089.65","9,067.76"
33610,NEW YORK,RICHMOND,"1,420.91","9,067.76"
33620,NEW YORK,ROCKLAND,"1,202.48","9,067.76"
33630,NEW YORK,ST. LAWRENCE,985.93,"9,067.76"
33640,NEW YORK,SARATOGA,"1,089.65","9,067.76"
33650,NEW YORK,SCHENECTADY,"1,089.65","9,067.76"
33660,NEW YORK,SCHOHARIE,"1,089.65","9,067.76"
33670,NEW YORK,SCHUYLER,985.93,"9,067.76"
33680,NEW YORK,SENECA,985.93,"9,067.76"
